class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9990741014480591,207,257,258,308
4,tile,0.9986693859100342,206,143,257,195
4,tile,0.9984844326972961,321,255,372,307
4,tile,0.9983466863632202,264,200,315,251
4,tile,0.9979629516601562,207,200,258,252
1,board,0.9978063702583313,200,137,435,368
4,tile,0.9974451065063477,320,198,372,251
4,tile,0.9955054521560669,376,141,428,194
4,tile,0.9951896667480469,319,141,371,194
4,tile,0.9941834807395935,378,198,429,250
4,tile,0.9938470721244812,262,142,314,195
2,button,0.24142785370349884,378,96,433,117
0,best_score_box,0.18790656328201294,400,55,434,82
0,best_score_box,0.18790152668952942,366,55,399,82
3,score_box,0.17614425718784332,366,55,397,82
