class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9991182684898376,208,313,260,365
4,tile,0.9985305070877075,207,256,259,308
4,tile,0.9982469081878662,265,312,316,365
4,tile,0.9978693723678589,207,200,259,251
1,board,0.9971545934677124,200,137,436,369
4,tile,0.9961659908294678,205,143,258,195
4,tile,0.995901882648468,264,255,315,307
4,tile,0.9949701428413391,378,197,429,250
4,tile,0.9947285056114197,376,140,428,194
4,tile,0.9946381449699402,262,199,315,251
4,tile,0.9937601685523987,320,198,372,251
4,tile,0.9922611117362976,319,141,371,194
4,tile,0.991894543170929,263,142,315,194
4,tile,0.7503118515014648,379,256,429,306
2,button,0.23422345519065857,378,96,433,116
0,best_score_box,0.22048991918563843,400,55,434,81
0,best_score_box,0.20889420807361603,366,55,399,81
3,score_box,0.2054280936717987,365,55,397,82
