class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.9944536089897156,234,262,425,295
1,login_form,0.9918477535247803,208,71,449,332
4,title_text,0.9830760955810547,298,111,358,137
6,username_input,0.9702993035316467,233,164,424,198
2,password_input,0.9660358428955078,233,220,425,255
