class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.992882251739502,234,262,425,295
1,login_form,0.9916341304779053,207,72,450,332
4,title_text,0.9658624529838562,298,111,357,136
2,password_input,0.9622123837471008,234,221,425,255
6,username_input,0.9560484290122986,233,165,424,199
