class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.9920409321784973,234,262,425,295
1,login_form,0.9915328621864319,207,72,450,332
4,title_text,0.9722570776939392,298,111,358,136
2,password_input,0.962535560131073,234,220,425,255
6,username_input,0.957996666431427,233,165,424,199
