class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9986873269081116,208,313,260,365
4,tile,0.9980863332748413,207,256,259,308
4,tile,0.998056173324585,265,313,316,365
4,tile,0.9979853630065918,264,256,316,308
4,tile,0.9977836012840271,206,199,259,251
4,tile,0.9977103471755981,321,255,373,307
4,tile,0.9967718720436096,379,255,429,306
1,board,0.9955852031707764,200,137,436,368
4,tile,0.9954707622528076,206,143,258,195
4,tile,0.9939676523208618,263,142,315,194
4,tile,0.993966281414032,263,199,315,251
4,tile,0.992695689201355,376,140,428,193
4,tile,0.9926693439483643,320,198,372,251
4,tile,0.9925585985183716,320,141,372,194
4,tile,0.9861590266227722,377,198,429,250
2,button,0.2307235449552536,377,95,433,116
0,best_score_box,0.21366849541664124,400,54,434,81
3,score_box,0.20680616796016693,365,55,397,82
0,best_score_box,0.19109445810317993,366,55,399,81
