class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9986862540245056,379,311,431,364
4,tile,0.9984880685806274,208,313,260,365
4,tile,0.9983311295509338,207,256,259,308
4,tile,0.9981403350830078,206,199,259,252
4,tile,0.9978477954864502,264,256,316,307
4,tile,0.9973863959312439,322,312,374,364
4,tile,0.9973752498626709,265,313,316,365
4,tile,0.9971174001693726,205,142,258,195
4,tile,0.9968840479850769,263,199,315,251
4,tile,0.9950137734413147,377,140,429,193
4,tile,0.9942913055419922,378,254,431,307
1,board,0.9939061999320984,200,136,436,370
4,tile,0.9936110377311707,378,197,429,250
4,tile,0.9931666254997253,320,141,372,193
4,tile,0.9928874373435974,321,255,372,307
4,tile,0.9887513518333435,320,198,372,250
4,tile,0.9880066514015198,262,142,315,195
0,best_score_box,0.20291848480701447,400,55,434,81
3,score_box,0.1983310580253601,365,55,397,82
0,best_score_box,0.18604399263858795,366,55,399,81
2,button,0.185160830616951,378,96,433,116
