class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9989651441574097,206,199,259,252
1,board,0.9984830021858215,201,137,435,369
4,tile,0.9982115030288696,264,199,315,251
4,tile,0.9971321821212769,205,143,257,195
4,tile,0.9968838095664978,377,140,428,193
4,tile,0.9967207312583923,320,198,372,250
4,tile,0.9959134459495544,377,197,429,250
4,tile,0.9927425384521484,319,141,371,194
4,tile,0.992719292640686,263,142,314,195
2,button,0.23977454006671906,377,96,433,116
0,best_score_box,0.22420275211334229,400,55,434,81
3,score_box,0.2198057323694229,366,55,397,82
0,best_score_box,0.19559058547019958,367,55,399,81
