class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992191791534424,208,313,260,365
4,tile,0.9989582300186157,207,256,259,308
4,tile,0.9985066056251526,322,255,372,307
4,tile,0.9983912110328674,206,199,259,252
4,tile,0.9981605410575867,263,199,315,251
4,tile,0.9980990290641785,206,143,257,195
1,board,0.9980803728103638,200,137,435,368
4,tile,0.9977546334266663,264,255,316,308
4,tile,0.9972997307777405,320,198,372,250
4,tile,0.9960583448410034,377,140,428,194
4,tile,0.9943807721138,263,142,315,195
4,tile,0.9936375617980957,320,141,372,194
2,button,0.2503713369369507,378,96,433,116
0,best_score_box,0.20965947210788727,400,55,434,81
3,score_box,0.1969887763261795,365,55,397,82
4,tile,0.18984021246433258,321,312,373,365
0,best_score_box,0.18977297842502594,366,55,399,81
