class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9996515512466431,264,312,316,364
1,board,0.999596893787384,201,138,435,370
4,tile,0.999515175819397,207,313,259,365
4,tile,0.9992455244064331,207,200,258,252
4,tile,0.998779833316803,205,143,257,195
4,tile,0.9986831545829773,263,200,314,251
4,tile,0.9980466365814209,262,143,313,195
4,tile,0.9970818161964417,376,141,428,194
4,tile,0.9968833327293396,319,142,371,195
2,button,0.2954920828342438,377,96,433,117
3,score_box,0.18062229454517365,366,55,397,82
0,best_score_box,0.17958222329616547,400,55,433,82
0,best_score_box,0.1700252890586853,367,55,399,82
