class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992468357086182,265,313,316,365
4,tile,0.998556911945343,207,200,259,252
4,tile,0.9984556436538696,207,256,259,308
4,tile,0.9982941746711731,206,143,257,195
4,tile,0.9979647397994995,321,255,372,307
4,tile,0.9972823858261108,264,255,316,308
1,board,0.9964269995689392,200,137,436,368
4,tile,0.9955516457557678,376,140,428,193
4,tile,0.9947922825813293,263,199,315,251
4,tile,0.9943271279335022,263,142,315,194
4,tile,0.9935910701751709,320,198,372,251
4,tile,0.9917997717857361,320,141,372,194
4,tile,0.9916369318962097,378,197,429,250
2,button,0.2399698793888092,377,96,433,116
0,best_score_box,0.2215171456336975,400,55,434,81
3,score_box,0.1781521737575531,366,55,397,82
0,best_score_box,0.17465542256832123,366,55,399,81
