class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.999488115310669,379,312,431,364
4,tile,0.9990512728691101,264,256,316,307
1,board,0.9985560774803162,202,137,436,368
4,tile,0.9981445074081421,205,143,257,195
4,tile,0.9978868365287781,321,199,372,251
4,tile,0.9971972703933716,263,199,315,251
4,tile,0.9970134496688843,378,254,430,307
4,tile,0.9964088797569275,376,140,428,194
4,tile,0.9963020086288452,377,198,428,250
4,tile,0.9962348341941833,319,141,371,194
4,tile,0.9940728545188904,263,142,314,195
2,button,0.2609962224960327,378,96,433,116
0,best_score_box,0.21428914368152618,400,55,434,82
3,score_box,0.20686142146587372,366,55,396,82
0,best_score_box,0.19921386241912842,366,55,398,82
