class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992589354515076,377,255,429,307
4,tile,0.9991490840911865,207,256,259,308
1,board,0.9991106390953064,201,138,435,369
4,tile,0.9987702965736389,320,199,372,251
4,tile,0.9987305998802185,207,200,258,252
4,tile,0.9984922409057617,206,143,257,195
4,tile,0.9977586269378662,263,199,315,251
4,tile,0.9970517158508301,377,141,428,194
4,tile,0.9967268705368042,319,142,371,195
4,tile,0.9945637583732605,262,142,313,195
2,button,0.28922373056411743,377,96,433,117
3,score_box,0.1954314112663269,366,55,397,82
0,best_score_box,0.16863079369068146,400,55,433,82
0,best_score_box,0.16578741371631622,367,55,399,82
