class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9990259408950806,208,313,260,365
4,tile,0.9985315799713135,207,256,259,308
4,tile,0.9979593753814697,265,312,316,364
4,tile,0.9979501366615295,322,312,373,364
4,tile,0.9976855516433716,206,199,259,251
4,tile,0.9975137710571289,321,255,372,307
4,tile,0.9972097277641296,264,256,316,308
4,tile,0.9965499639511108,378,254,430,307
4,tile,0.9953625202178955,205,143,258,195
1,board,0.9952411651611328,199,137,436,369
4,tile,0.9937852621078491,263,142,315,194
4,tile,0.993578314781189,263,199,315,251
4,tile,0.99346524477005,320,198,372,251
4,tile,0.9932317733764648,378,197,429,250
4,tile,0.9921914935112,376,140,428,193
4,tile,0.9917265176773071,320,141,372,194
2,button,0.25685110688209534,377,96,433,116
3,score_box,0.2001940757036209,365,55,397,82
0,best_score_box,0.19801065325737,366,55,399,81
0,best_score_box,0.18730312585830688,400,54,434,81
