class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9998331069946289,201,138,435,369
4,tile,0.9995672106742859,208,313,259,365
4,tile,0.9992614388465881,205,143,257,195
4,tile,0.998948872089386,207,200,257,251
4,tile,0.9979231953620911,319,142,371,195
4,tile,0.9977715015411377,377,141,428,194
4,tile,0.9970002770423889,266,258,314,307
4,tile,0.9962693452835083,262,142,314,195
2,button,0.28987500071525574,377,96,433,117
3,score_box,0.20916271209716797,366,55,397,83
0,best_score_box,0.2017851322889328,366,55,399,82
0,best_score_box,0.20072530210018158,400,55,434,82
