class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.99897301197052,322,312,373,364
4,tile,0.9986756443977356,207,256,259,308
4,tile,0.9982592463493347,265,313,316,365
4,tile,0.9978464841842651,206,199,259,252
4,tile,0.9975982308387756,321,255,373,307
4,tile,0.9970201849937439,264,255,316,308
4,tile,0.9959307312965393,206,143,258,195
4,tile,0.995405912399292,379,255,429,307
1,board,0.9952467083930969,200,137,436,369
4,tile,0.99459308385849,263,142,315,194
4,tile,0.994143545627594,263,199,315,251
4,tile,0.9925618767738342,377,197,429,250
4,tile,0.9925183057785034,320,141,372,194
4,tile,0.9924701452255249,376,140,428,193
4,tile,0.9902995824813843,320,198,371,251
2,button,0.26103758811950684,377,96,433,116
0,best_score_box,0.20972967147827148,400,54,434,81
3,score_box,0.185781329870224,366,55,397,82
0,best_score_box,0.181626096367836,366,55,399,81
