class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.999481737613678,379,311,431,364
4,tile,0.9987081289291382,265,312,316,364
4,tile,0.9985960125923157,207,256,259,308
4,tile,0.9980631470680237,264,256,316,307
4,tile,0.9974870681762695,207,200,258,252
4,tile,0.9974501729011536,321,255,372,307
1,board,0.9966447353363037,201,137,436,369
4,tile,0.9959405660629272,376,140,428,193
4,tile,0.9954296350479126,205,143,257,195
4,tile,0.994828999042511,320,198,372,251
4,tile,0.9944387674331665,262,199,315,251
4,tile,0.99405837059021,263,142,315,194
4,tile,0.9929215312004089,378,197,429,250
4,tile,0.9924455285072327,320,141,372,194
2,button,0.2343614250421524,378,96,433,116
0,best_score_box,0.21251091361045837,400,55,434,81
3,score_box,0.19788894057273865,365,55,396,82
0,best_score_box,0.17518791556358337,366,55,399,81
