class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9984707236289978,379,311,431,364
4,tile,0.998369038105011,208,256,259,308
4,tile,0.9978329539299011,206,199,259,251
4,tile,0.9975090026855469,321,255,372,307
4,tile,0.997330904006958,322,312,374,364
1,board,0.9964321851730347,200,137,436,370
4,tile,0.996411144733429,264,255,316,308
4,tile,0.9958243370056152,206,143,258,195
4,tile,0.9946320056915283,263,142,315,194
4,tile,0.9945765733718872,263,199,315,251
4,tile,0.993793249130249,378,198,429,250
4,tile,0.9933858513832092,376,140,428,193
4,tile,0.9932002425193787,320,198,372,251
4,tile,0.9929959177970886,320,141,372,194
4,tile,0.9920569062232971,378,254,430,307
4,tile,0.9885208606719971,266,314,315,364
2,button,0.21270808577537537,377,96,433,116
0,best_score_box,0.18174009025096893,400,54,434,81
0,best_score_box,0.18129369616508484,366,55,399,81
3,score_box,0.17817208170890808,365,55,397,82
