class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9996883869171143,200,137,435,371
4,tile,0.9995970129966736,321,312,373,364
4,tile,0.9992695450782776,207,257,258,308
4,tile,0.9989830851554871,207,200,258,252
4,tile,0.9988810420036316,205,143,257,195
4,tile,0.9986308217048645,263,200,314,251
4,tile,0.9984487295150757,319,142,370,195
4,tile,0.9984089732170105,262,143,313,195
2,button,0.3678884208202362,377,96,433,117
0,best_score_box,0.2017151415348053,400,55,433,82
0,best_score_box,0.20096729695796967,366,55,399,82
3,score_box,0.18733252584934235,366,55,397,83
4,tile,0.12961553037166595,377,97,434,117
