class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9984726309776306,206,199,259,252
4,tile,0.9981244206428528,322,255,372,307
4,tile,0.9971112012863159,379,312,431,364
4,tile,0.9969141483306885,264,255,316,308
1,board,0.9968186616897583,201,137,436,368
4,tile,0.995425283908844,378,254,430,307
4,tile,0.9951696991920471,206,143,257,195
4,tile,0.9947728514671326,263,199,315,251
4,tile,0.9937372207641602,263,142,315,194
4,tile,0.9930851459503174,320,198,372,250
4,tile,0.992664635181427,320,141,372,194
4,tile,0.9924916625022888,376,140,428,193
4,tile,0.988281786441803,378,197,429,250
4,tile,0.976596474647522,208,314,259,365
2,button,0.23269835114479065,377,95,433,116
0,best_score_box,0.20280127227306366,400,55,434,81
3,score_box,0.19384053349494934,365,55,397,82
0,best_score_box,0.17493179440498352,366,55,399,81
