class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9986831545829773,265,312,316,364
4,tile,0.998528242111206,207,256,259,308
4,tile,0.9976128339767456,321,255,373,307
4,tile,0.9971410036087036,207,200,259,252
4,tile,0.9971364736557007,263,199,315,251
4,tile,0.9968383312225342,265,256,315,307
4,tile,0.9966409206390381,206,143,257,195
4,tile,0.9966083765029907,378,255,429,307
4,tile,0.996156632900238,321,198,372,250
1,board,0.9961125254631042,200,137,436,368
4,tile,0.9957937002182007,377,197,429,250
4,tile,0.9939636588096619,376,140,428,194
4,tile,0.9906145334243774,263,142,314,194
4,tile,0.990121603012085,319,141,371,194
2,button,0.23324505984783173,377,96,433,116
0,best_score_box,0.2090311199426651,366,55,399,81
3,score_box,0.20870062708854675,366,55,397,82
0,best_score_box,0.20398172736167908,400,55,434,81
