class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9989619255065918,207,200,258,252
4,tile,0.9986995458602905,206,143,257,195
4,tile,0.9985900521278381,264,256,316,308
4,tile,0.9984097480773926,263,199,315,251
4,tile,0.9983358979225159,378,255,429,307
1,board,0.9982353448867798,201,137,435,368
4,tile,0.9972238540649414,320,198,372,251
4,tile,0.9970320463180542,377,141,428,194
4,tile,0.9954344630241394,319,141,371,195
4,tile,0.9945753812789917,377,198,428,250
4,tile,0.9936802387237549,263,142,314,195
2,button,0.24240614473819733,377,96,433,117
3,score_box,0.21135765314102173,367,55,397,82
0,best_score_box,0.1901339441537857,400,55,434,82
0,best_score_box,0.17286740243434906,367,55,399,81
