class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9997591376304626,201,138,435,369
4,tile,0.9996278285980225,378,312,431,364
4,tile,0.9992467164993286,205,143,256,195
4,tile,0.999049961566925,207,200,258,252
4,tile,0.998626708984375,263,199,314,251
4,tile,0.997811496257782,319,142,371,195
4,tile,0.997664213180542,377,141,428,194
4,tile,0.996269702911377,262,142,314,195
2,button,0.33631962537765503,377,96,433,117
3,score_box,0.1920119822025299,366,55,396,82
0,best_score_box,0.17601077258586884,400,55,433,82
0,best_score_box,0.17254410684108734,366,55,398,82
