class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9988160133361816,207,256,259,308
4,tile,0.9982764720916748,264,255,316,307
4,tile,0.9982030391693115,208,314,259,365
4,tile,0.9980383515357971,206,199,259,251
4,tile,0.9977486729621887,322,255,372,307
1,board,0.9965805411338806,200,137,436,368
4,tile,0.9963351488113403,378,254,430,307
4,tile,0.9960750937461853,206,143,258,195
4,tile,0.9955142140388489,377,140,428,193
4,tile,0.9948973059654236,264,199,315,251
4,tile,0.9938958287239075,320,198,371,251
4,tile,0.9918773174285889,378,197,429,250
4,tile,0.9916104674339294,263,142,315,195
4,tile,0.9911953210830688,319,141,371,194
0,best_score_box,0.21416835486888885,366,55,399,81
2,button,0.21252591907978058,377,96,433,116
3,score_box,0.21235081553459167,365,55,397,81
0,best_score_box,0.1975926160812378,400,54,434,81
