class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9995632767677307,202,137,435,369
4,tile,0.997340977191925,318,197,373,252
4,tile,0.9963448643684387,377,254,431,308
4,tile,0.9954254031181335,378,198,429,249
4,tile,0.9951117634773254,262,142,314,195
4,tile,0.9946297407150269,320,141,371,194
4,tile,0.992895781993866,376,140,428,194
2,button,0.3147232234477997,377,96,434,116
0,best_score_box,0.23387956619262695,400,55,434,82
3,score_box,0.2319803535938263,366,55,397,82
0,best_score_box,0.20611955225467682,366,55,399,82
4,tile,0.1288326531648636,264,256,316,307
