class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994694590568542,207,256,259,308
4,tile,0.9991515874862671,206,143,257,195
1,board,0.9986028075218201,201,138,435,369
4,tile,0.9982724189758301,264,200,315,251
4,tile,0.9977164268493652,378,255,429,307
4,tile,0.997619092464447,320,199,372,251
4,tile,0.9962523579597473,319,141,371,194
4,tile,0.995145857334137,376,141,428,194
4,tile,0.9947943091392517,262,142,314,195
4,tile,0.9939785003662109,377,198,429,250
2,button,0.2425817847251892,378,96,433,116
0,best_score_box,0.20769494771957397,400,55,434,82
3,score_box,0.20109590888023376,366,55,397,82
0,best_score_box,0.20078428089618683,367,55,399,82
