class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9994515776634216,378,312,431,364
1,board,0.9993256330490112,201,138,435,369
4,tile,0.9993128776550293,205,143,257,195
4,tile,0.9984525442123413,262,143,314,195
4,tile,0.9980037808418274,320,199,372,251
4,tile,0.9975898265838623,378,255,429,307
4,tile,0.9959031939506531,377,198,428,250
4,tile,0.9952912330627441,376,141,428,194
4,tile,0.9930828809738159,319,142,371,195
2,button,0.29276883602142334,377,96,433,117
0,best_score_box,0.19845032691955566,400,55,434,82
3,score_box,0.19323359429836273,366,55,396,82
0,best_score_box,0.16732096672058105,367,55,398,82
