class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9995793700218201,201,135,435,370
4,tile,0.9995287656784058,264,199,315,251
4,tile,0.9993809461593628,207,313,259,366
4,tile,0.9990472197532654,206,201,258,252
4,tile,0.9990289211273193,264,313,316,364
4,tile,0.9988669157028198,205,143,257,195
4,tile,0.9986832737922668,263,256,315,308
2,button,0.36135026812553406,377,96,433,118
3,score_box,0.18044820427894592,366,55,398,83
0,best_score_box,0.1792861968278885,400,55,433,82
0,best_score_box,0.17710591852664948,366,55,399,82
4,tile,0.15303386747837067,377,96,434,117
