class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9977140426635742,208,313,260,365
4,tile,0.9972023963928223,379,311,432,364
4,tile,0.9970478415489197,207,256,259,308
4,tile,0.9965379238128662,206,199,259,252
4,tile,0.9965192079544067,205,142,258,195
4,tile,0.9962049126625061,322,312,374,364
4,tile,0.9957420229911804,265,313,316,364
1,board,0.9950485825538635,199,136,436,370
4,tile,0.9946933388710022,377,140,429,193
4,tile,0.9930102229118347,377,197,429,250
4,tile,0.9926711320877075,263,199,316,252
4,tile,0.9924392700195312,264,255,316,308
4,tile,0.9910308122634888,320,141,372,194
4,tile,0.9893538951873779,319,198,372,251
4,tile,0.988749623298645,319,254,372,307
4,tile,0.9860553741455078,262,142,315,194
4,tile,0.9858695268630981,378,254,430,307
3,score_box,0.20166505873203278,365,55,397,81
0,best_score_box,0.18692533671855927,366,55,399,81
2,button,0.18070600926876068,378,95,433,116
0,best_score_box,0.17916788160800934,400,54,434,81
