class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.9947400689125061,234,262,425,295
1,login_form,0.9912801384925842,207,71,450,332
4,title_text,0.9818028807640076,297,110,357,136
2,password_input,0.96966153383255,233,220,425,254
6,username_input,0.96253502368927,233,164,424,198
