class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9990221261978149,202,137,436,368
4,tile,0.9990173578262329,264,256,316,307
4,tile,0.9988853335380554,206,143,257,195
4,tile,0.9983950257301331,264,199,315,251
4,tile,0.9976267218589783,378,254,430,307
4,tile,0.9967864751815796,320,198,372,250
4,tile,0.9962137341499329,376,140,428,193
4,tile,0.995661199092865,262,142,314,195
4,tile,0.9945521950721741,377,197,429,250
4,tile,0.9944646954536438,320,141,372,194
2,button,0.2544434070587158,377,96,433,116
0,best_score_box,0.2194453626871109,400,55,434,81
0,best_score_box,0.20557476580142975,366,55,399,81
3,score_box,0.19594863057136536,365,55,397,82
