class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9989608526229858,379,311,431,364
4,tile,0.9987202882766724,208,314,259,365
4,tile,0.998258650302887,207,256,259,308
4,tile,0.9979962110519409,264,256,315,307
4,tile,0.9978238344192505,265,312,316,365
4,tile,0.997635006904602,207,200,259,251
4,tile,0.9975753426551819,321,255,373,307
4,tile,0.9964984655380249,321,198,372,251
4,tile,0.996090829372406,263,199,315,251
1,board,0.9955815672874451,200,137,436,369
4,tile,0.9955730438232422,377,197,429,250
4,tile,0.9955046772956848,206,143,257,195
4,tile,0.9953024387359619,378,255,430,307
4,tile,0.9942305088043213,376,140,428,194
4,tile,0.9904789328575134,263,142,314,195
4,tile,0.9895833730697632,319,141,371,194
2,button,0.254440575838089,377,96,433,116
3,score_box,0.2168540358543396,366,55,397,82
0,best_score_box,0.21569111943244934,400,55,434,82
0,best_score_box,0.20827940106391907,366,55,399,82
