class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9988961219787598,207,256,259,308
4,tile,0.9985968470573425,206,199,259,251
4,tile,0.9985255599021912,322,255,372,307
1,board,0.9984855055809021,201,137,435,368
4,tile,0.9984084963798523,206,143,257,195
4,tile,0.9979304075241089,263,199,315,251
4,tile,0.9975245594978333,264,256,316,308
4,tile,0.9962280988693237,377,140,428,194
4,tile,0.9958849549293518,321,199,371,250
4,tile,0.994517982006073,320,141,372,194
4,tile,0.9945177435874939,263,142,314,195
2,button,0.25389689207077026,378,95,433,116
0,best_score_box,0.19927506148815155,400,55,434,81
0,best_score_box,0.1942959725856781,366,55,399,81
3,score_box,0.19403532147407532,365,55,397,82
