class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9992915391921997,208,313,260,365
1,board,0.998891294002533,199,137,435,369
4,tile,0.9985502362251282,264,199,315,251
4,tile,0.9984138011932373,205,198,259,252
4,tile,0.9983071088790894,205,255,260,309
4,tile,0.9980857372283936,320,198,372,251
4,tile,0.9976047277450562,206,143,257,195
4,tile,0.9972680807113647,377,140,428,194
4,tile,0.9967097043991089,319,141,371,195
4,tile,0.9942601919174194,262,142,314,195
2,button,0.27152377367019653,377,96,433,116
3,score_box,0.23350293934345245,366,55,397,82
0,best_score_box,0.20165345072746277,367,55,399,81
0,best_score_box,0.19724835455417633,400,54,434,82
