class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.9941317439079285,235,262,425,295
1,login_form,0.9926418662071228,207,72,450,332
4,title_text,0.983535885810852,297,110,358,136
2,password_input,0.9450702667236328,234,225,427,255
6,username_input,0.9354771375656128,233,164,425,199
