class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9995827078819275,264,312,316,364
4,tile,0.9995416402816772,207,200,258,252
1,board,0.9994006156921387,200,138,435,370
4,tile,0.9989901185035706,205,143,257,195
4,tile,0.9985368251800537,319,199,371,251
4,tile,0.9983969330787659,262,143,314,195
4,tile,0.9966480135917664,319,142,371,195
4,tile,0.9959922432899475,376,141,428,194
4,tile,0.995572566986084,377,198,428,250
2,button,0.2943166494369507,377,96,433,117
3,score_box,0.19544796645641327,366,55,397,82
0,best_score_box,0.18401654064655304,400,55,434,82
0,best_score_box,0.16607074439525604,367,55,399,82
