class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9990361928939819,201,137,435,369
4,tile,0.9989849925041199,207,199,259,252
4,tile,0.9989124536514282,207,256,259,308
4,tile,0.9985767602920532,264,255,316,308
4,tile,0.9983941912651062,206,143,257,195
4,tile,0.998012900352478,320,198,372,251
4,tile,0.9962855577468872,376,140,428,194
4,tile,0.996112048625946,264,199,315,251
4,tile,0.9957275390625,266,314,315,364
4,tile,0.9953407049179077,262,142,315,195
4,tile,0.9942314624786377,320,141,371,194
2,button,0.25294598937034607,378,95,433,116
0,best_score_box,0.2281138151884079,400,54,434,81
0,best_score_box,0.2128566950559616,366,55,399,81
3,score_box,0.19913040101528168,365,55,397,82
