class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9995025396347046,207,256,259,308
4,tile,0.9987025260925293,321,255,372,307
1,board,0.9981061220169067,201,137,435,368
4,tile,0.998059093952179,264,199,315,251
4,tile,0.997728168964386,205,143,257,195
4,tile,0.9950207471847534,320,198,371,251
4,tile,0.994950532913208,376,140,428,194
4,tile,0.9936058521270752,263,142,314,195
4,tile,0.9927559494972229,319,141,371,194
4,tile,0.9921233057975769,378,198,428,250
2,button,0.26643800735473633,377,96,433,116
3,score_box,0.22117283940315247,366,55,397,82
0,best_score_box,0.21135827898979187,367,55,399,81
0,best_score_box,0.2077028453350067,400,55,434,81
