class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.999432384967804,265,312,316,364
4,tile,0.9989306330680847,208,257,259,308
4,tile,0.9987648725509644,208,313,260,365
4,tile,0.9984691739082336,263,199,315,251
1,board,0.9980190992355347,200,137,435,370
4,tile,0.997837483882904,207,200,258,252
4,tile,0.9972514510154724,377,140,428,194
4,tile,0.9971900582313538,320,198,372,251
4,tile,0.9969979524612427,205,143,257,195
4,tile,0.996494472026825,377,197,429,250
4,tile,0.9926181435585022,319,141,371,194
4,tile,0.9925009608268738,263,142,314,194
2,button,0.22188504040241241,378,96,433,116
0,best_score_box,0.2200045883655548,400,55,434,82
3,score_box,0.19752366840839386,366,55,397,82
0,best_score_box,0.1960720419883728,366,55,399,82
