class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987486600875854,379,312,431,364
4,tile,0.9986981153488159,322,312,373,364
4,tile,0.9986829161643982,207,200,259,251
4,tile,0.9984543323516846,208,313,260,365
4,tile,0.9979554414749146,208,257,259,308
4,tile,0.9976933598518372,265,313,316,364
4,tile,0.9972654581069946,264,256,315,307
4,tile,0.9970945119857788,206,142,257,195
4,tile,0.9964225888252258,321,255,372,307
1,board,0.9954031705856323,200,137,436,370
4,tile,0.995342493057251,376,140,428,193
4,tile,0.9943747520446777,263,199,315,251
4,tile,0.9942970871925354,263,142,315,194
4,tile,0.9939559102058411,320,198,372,251
4,tile,0.9925010800361633,378,254,430,307
4,tile,0.9922637939453125,378,197,429,250
4,tile,0.9914689064025879,320,141,372,194
2,button,0.23011213541030884,377,96,433,116
3,score_box,0.20236298441886902,365,55,397,82
0,best_score_box,0.1984148472547531,366,55,399,81
0,best_score_box,0.17617766559123993,400,55,434,81
