class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9937000274658203,199,136,437,370
4,tile,0.9927719235420227,207,313,260,365
4,tile,0.9909443855285645,322,312,373,364
4,tile,0.9894571900367737,206,142,258,195
4,tile,0.9877486824989319,207,256,260,308
4,tile,0.98564213514328,376,197,429,250
4,tile,0.9847697019577026,376,140,429,193
4,tile,0.9845091700553894,206,198,260,252
4,tile,0.9812406897544861,379,311,432,364
4,tile,0.9801996946334839,264,312,316,364
4,tile,0.9785393476486206,320,141,372,194
4,tile,0.9783585667610168,318,198,373,251
4,tile,0.9749999642372131,262,141,315,194
4,tile,0.9659663438796997,378,254,430,307
4,tile,0.9063442945480347,261,199,316,252
4,tile,0.6759847402572632,264,255,325,308
4,tile,0.5914953947067261,314,254,373,307
0,best_score_box,0.20509295165538788,365,55,399,81
3,score_box,0.20330865681171417,365,55,397,82
0,best_score_box,0.1858862191438675,400,54,434,81
2,button,0.1792563498020172,378,95,434,116
