class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9988077878952026,379,311,431,364
4,tile,0.9987590312957764,207,256,259,308
4,tile,0.9983264803886414,206,199,259,252
4,tile,0.9977954626083374,264,255,316,307
4,tile,0.9977729916572571,322,312,373,364
4,tile,0.9969565868377686,321,255,372,307
4,tile,0.9968348145484924,377,140,429,194
1,board,0.9963881969451904,200,137,436,368
4,tile,0.9963325262069702,206,143,257,195
4,tile,0.9960559606552124,320,198,372,250
4,tile,0.9954778552055359,377,197,429,250
4,tile,0.9948709011077881,264,199,315,251
4,tile,0.9932720065116882,378,254,430,307
4,tile,0.9927640557289124,319,141,371,194
4,tile,0.992586076259613,263,142,315,195
2,button,0.22687557339668274,378,96,433,116
3,score_box,0.21495696902275085,365,55,397,81
0,best_score_box,0.21166706085205078,366,55,399,81
0,best_score_box,0.1881469488143921,400,54,434,81
