class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9995585083961487,201,137,435,369
4,tile,0.9991864562034607,208,313,260,365
4,tile,0.9989606142044067,207,200,258,252
4,tile,0.9988870024681091,207,256,259,308
4,tile,0.998658299446106,265,256,315,307
4,tile,0.998019814491272,377,140,428,193
4,tile,0.9979817867279053,264,199,315,251
4,tile,0.9972561001777649,205,143,257,195
4,tile,0.9948469400405884,262,142,314,195
4,tile,0.994381844997406,319,141,371,195
2,button,0.2670067548751831,378,96,433,116
0,best_score_box,0.235678032040596,400,54,434,81
3,score_box,0.2271871119737625,366,55,397,82
0,best_score_box,0.19800345599651337,366,55,399,81
