class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9986904263496399,207,199,259,252
4,tile,0.9983491897583008,206,143,257,195
4,tile,0.9981914162635803,379,312,431,364
4,tile,0.9981619715690613,209,258,258,307
1,board,0.9976760745048523,200,137,436,368
4,tile,0.9961250424385071,262,199,315,251
4,tile,0.9956902861595154,376,140,428,194
4,tile,0.9955512285232544,320,198,372,251
4,tile,0.9953084588050842,263,142,315,194
4,tile,0.9951583743095398,378,254,429,307
4,tile,0.9942730069160461,378,197,429,250
4,tile,0.9924941062927246,320,141,372,194
2,button,0.24768060445785522,377,96,433,116
0,best_score_box,0.2071675807237625,367,55,399,81
3,score_box,0.19872358441352844,366,55,397,82
0,best_score_box,0.19468897581100464,400,54,434,81
