class,class_name,confidence,x_min,y_min,x_max,y_max
4,tile,0.9987755417823792,208,256,259,308
4,tile,0.9985643029212952,206,143,258,195
1,board,0.9983593821525574,200,137,435,369
4,tile,0.9979593753814697,321,198,372,251
4,tile,0.9978942275047302,264,199,315,251
4,tile,0.9975938200950623,206,200,259,251
4,tile,0.9960577487945557,209,314,259,364
4,tile,0.9959173798561096,376,140,428,194
4,tile,0.9955888986587524,377,197,429,250
4,tile,0.9939371347427368,263,142,315,195
4,tile,0.9930258989334106,320,141,372,194
2,button,0.22953030467033386,378,95,433,116
3,score_box,0.1945910006761551,365,55,397,82
0,best_score_box,0.18374250829219818,400,54,434,81
0,best_score_box,0.18312965333461761,366,55,399,81
