class,class_name,confidence,x_min,y_min,x_max,y_max
1,board,0.9992440938949585,201,138,435,369
4,tile,0.9990631937980652,264,256,315,308
4,tile,0.9988052845001221,205,143,256,195
4,tile,0.998772919178009,207,200,257,252
4,tile,0.9986289739608765,320,199,371,251
4,tile,0.9986044764518738,263,199,314,251
4,tile,0.9964197874069214,376,141,428,194
4,tile,0.9959812164306641,319,142,371,195
4,tile,0.9948397278785706,262,142,313,195
2,button,0.2888256907463074,377,96,433,117
3,score_box,0.1916772574186325,366,55,396,82
0,best_score_box,0.18862080574035645,400,55,433,82
0,best_score_box,0.16405069828033447,366,55,399,82
