class,class_name,confidence,x_min,y_min,x_max,y_max
5,unsuccess_alert,0.9931499361991882,239,295,433,331
1,login_form,0.9930302500724792,209,54,460,358
0,login_button,0.9802952408790588,240,252,433,287
6,username_input,0.9719778299331665,238,151,431,186
4,title_text,0.9639139771461487,300,96,364,124
2,password_input,0.9425265789031982,237,210,433,244
