class,class_name,confidence,x_min,y_min,x_max,y_max
3,success_alert,0.9859731197357178,240,298,433,332
1,login_form,0.9770431518554688,211,71,459,351
6,username_input,0.9392433762550354,235,153,431,190
6,username_input,0.9296574592590332,236,170,430,200
0,login_button,0.8016601800918579,239,255,432,291
4,title_text,0.7964951992034912,301,98,364,140
2,password_input,0.6742900013923645,237,224,431,242
2,password_input,0.5985424518585205,237,231,431,253
3,success_alert,0.13724149763584137,239,273,433,307
