class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9755049347877502,213,68,459,339
0,login_button,0.38766562938690186,238,267,434,301
4,title_text,0.34617161750793457,586,0,640,23
3,success_alert,0.2082979679107666,239,269,433,302
4,title_text,0.16432620584964752,0,116,22,146
