class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9937694668769836,209,54,460,358
4,title_text,0.9774202704429626,300,96,364,124
0,login_button,0.9739965796470642,240,252,433,287
3,success_alert,0.970370352268219,238,296,435,332
6,username_input,0.9695987701416016,237,151,431,187
2,password_input,0.9282064437866211,236,210,432,245
