class,class_name,confidence,x_min,y_min,x_max,y_max
3,success_alert,0.9743548631668091,271,279,455,312
1,login_form,0.9700446724891663,249,63,482,333
6,username_input,0.9271419644355774,269,141,456,168
0,login_button,0.8856835961341858,271,237,455,270
4,title_text,0.7113749980926514,333,89,393,130
2,password_input,0.5868790149688721,269,198,456,224
2,password_input,0.2827553451061249,270,213,455,238
