class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9914687871932983,247,50,483,335
3,success_alert,0.9805384278297424,271,278,455,312
0,login_button,0.9709790945053101,272,236,456,269
6,username_input,0.9665232300758362,271,141,457,175
4,title_text,0.9437634944915771,333,88,394,114
2,password_input,0.8869548439979553,270,197,457,229
