class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9958367347717285,248,65,482,321
4,title_text,0.9535621404647827,333,105,394,131
2,password_input,0.6042196154594421,270,213,320,246
0,login_button,0.5428457856178284,270,253,318,286
6,username_input,0.12164147198200226,271,217,459,245
