class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9958637952804565,247,65,482,321
4,title_text,0.9512488842010498,333,104,394,132
0,login_button,0.9510514736175537,272,253,455,286
6,username_input,0.9501439332962036,271,158,457,191
2,password_input,0.9170677065849304,270,214,456,247
