class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9961328506469727,247,65,482,321
4,title_text,0.9576412439346313,333,105,394,131
6,username_input,0.9564792513847351,271,157,457,192
2,password_input,0.7001914381980896,270,213,321,245
0,login_button,0.6085532903671265,270,252,319,286
0,login_button,0.13735157251358032,424,253,457,286
2,password_input,0.1233627125620842,427,214,457,246
