class,class_name,confidence,x_min,y_min,x_max,y_max
4,title_text,0.9860963225364685,308,117,369,144
1,login_form,0.984921395778656,222,80,460,336
0,login_button,0.9730752110481262,247,267,434,301
6,username_input,0.9674131870269775,245,170,433,206
2,password_input,0.9184062480926514,246,228,434,260
