class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9919499158859253,250,50,484,335
6,username_input,0.9726706147193909,272,141,459,175
0,login_button,0.9648683667182922,273,237,457,270
3,success_alert,0.9643924832344055,272,279,457,312
4,title_text,0.9426261186599731,335,88,396,114
2,password_input,0.9154273271560669,271,197,459,230
