class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.9936473965644836,247,246,439,279
1,login_form,0.9904050827026367,219,54,464,348
6,username_input,0.9825016856193542,246,148,437,181
4,title_text,0.9752388000488281,309,93,372,120
5,unsuccess_alert,0.9731763601303101,246,288,439,323
2,password_input,0.9710473418235779,246,204,439,237
