class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.9968794584274292,247,263,438,296
1,login_form,0.9916368126869202,223,72,463,334
6,username_input,0.9751821756362915,246,165,437,199
2,password_input,0.9680911898612976,246,221,439,255
4,title_text,0.9607508778572083,309,111,371,137
