class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.9875396490097046,223,73,463,334
0,login_button,0.97137850522995,247,263,438,296
6,username_input,0.9391342401504517,246,165,437,199
4,title_text,0.9302433729171753,310,112,371,137
2,password_input,0.6092468500137329,246,221,438,254
