class,class_name,confidence,x_min,y_min,x_max,y_max
0,login_button,0.9953579306602478,247,262,438,296
1,login_form,0.9925469756126404,222,72,463,333
4,title_text,0.9766517281532288,309,111,371,137
6,username_input,0.9766452312469482,245,164,437,199
2,password_input,0.9682607054710388,246,221,439,255
