class,class_name,confidence,x_min,y_min,x_max,y_max
3,success_alert,0.9891179203987122,227,280,423,317
4,title_text,0.9839770197868347,292,80,356,108
1,login_form,0.9832291007041931,199,39,450,340
6,username_input,0.9703187346458435,226,136,423,172
0,login_button,0.969058096408844,227,238,423,272
2,password_input,0.9384680390357971,227,194,423,231
