class,class_name,confidence,x_min,y_min,x_max,y_max
6,username_input,0.9850447773933411,227,137,423,171
3,success_alert,0.9791488647460938,228,281,423,317
1,login_form,0.9768547415733337,201,39,451,340
4,title_text,0.9464792609214783,292,81,356,108
0,login_button,0.8101646900177002,228,239,423,272
2,password_input,0.7414618134498596,228,197,423,230
