class,class_name,confidence,x_min,y_min,x_max,y_max
1,login_form,0.990879237651825,250,50,484,336
6,username_input,0.9666256308555603,272,142,459,175
0,login_button,0.9614878296852112,273,237,457,270
3,success_alert,0.9561497569084167,272,279,457,313
4,title_text,0.9496035575866699,335,89,397,114
2,password_input,0.8743785619735718,271,198,459,231
